First name Last name	Last name of the artist 	First name of the artist	Sex of the artist (F/M/FM/empty)	Membership in movement, if applicable	Biographical elements	Detailed address of the artist, as it appears in the catalogue	Country of the artist	State of the artist	City of the artist	City coordinate location	City lat	City long	Street number of the artist's address	Street name of the artist's address	Street coordinate location	Street lat	Street long	Floor level of the artist's address	Local address of the artist	Additional information on the artist's address	Address as it appears in the catalogue	Country of the artist 2	State of the artist 2	City of the artist 2	Street number of the artist's address 2	Street name of the artist's address 2	Floor level of the artist's address 2	Local address of the artist 2	Additional information on the artist's address 2	Artist's nationality	Student of	Birth year	Month of birth	Day of birth	Detailed birth address of the artist, as it appears in the catalogue	Country of birth	State of birth	City of birth	Street number of the birth address	Street name of the birth address	Floor level of the birth address	Local address of birth	Additional information on the birth address	Year of death	Month of death	Day of death	Detailed death address of the artist, as it appears in the catalogue	Country of death	State of death	City of death	Street number of the death address	Street name of the death address	Floor level of the death address	Local address of death	Additional information on the death address	Notes	Number	Title of artwork	Subtitle	Dimension_bis	Medium_bis	Translated title	Start year of creation	Start month of creation	Start day of creation	End year of creation	End month of creation	End day of creation	Country of creation	State of creation	City of creation	Dimensions	Categories	Medium	Room	Chapter of the catalogue ?	Price	Location/Owner	Owner's country	Owner's state	Owner's city	Notes2
Joseph CASIER 	CASIER 	Joseph	M	Association Belge de Photographie	 A. B. DE PH. 91, rue des Rémouleurs, Gand (Belgique).	91, rue des Rémouleurs, Gand (Belgique).	Belgium	 	Ghent	51.05361111111111,3.725277777777778	51.05361111111111	3.725277777777778	91	 rue des Rémouleurs				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	116	Dans les rues de Damas.	Br.	Br.	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
John CHAFFIN 	CHAFFIN 	John	M		 65, East Street, Taunton (Angleterre).	 65, East Street, Taunton (Angleterre).	England	 	Tonton	51.019166666667,-3.1	51.019166666667	-3.1	65	 East Street				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	117	Un Connaisseur.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Madame Cécile CHATELAIN 	CHATELAIN 	Madame Cécile	F		 31, rue Vallier, Levallois-Perret (Seine).	 31, rue Vallier, Levallois-Perret (Seine).	France	 	Levallois-Perret	48.893333333333,2.2877777777778	48.893333333333	2.2877777777778	31	 rue Vallier				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	118	Bords de l'Andelle.	A.	Agrandissement		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Jacques CHEVRIER 	CHEVRIER 	Jacques	M	Photo-Club de Paris	 P. C. P. 13, rue de Téhéran, Paris.	13, rue de Téhéran, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	13	rue de Téhéran	48.8772,2.31265	48.8772	2.31265	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	119	La Mer, au coucher du soleil.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Lyonel CLARK 	CLARK 	Lyonel	M	Linked Ring	 L. R. 58, Overstrand Mansions, Battersea Park, Londres.	58, Overstrand Mansions, Battersea Park, Londres.	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	58	 Overstrand Mansions				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	120	Esquisse.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Lyonel CLARK 	CLARK 	Lyonel	M	Linked Ring	 L. R. 58, Overstrand Mansions, Battersea Park, Londres.	58, Overstrand Mansions, Battersea Park, Londres.	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	58	 Overstrand Mansions				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	121	Tête de vieille femme. Étude.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Lyonel CLARK 	CLARK 	Lyonel	M	Linked Ring	 L. R. 58, Overstrand Mansions, Battersea Park, Londres.	58, Overstrand Mansions, Battersea Park, Londres.	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	58	 Overstrand Mansions				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	122	Paysage dans le pays de Constable.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Lyonel CLARK 	CLARK 	Lyonel	M	Linked Ring	 L. R. 58, Overstrand Mansions, Battersea Park, Londres.	58, Overstrand Mansions, Battersea Park, Londres.	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	58	 Overstrand Mansions				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	123	Paysage. L'avant-garde de la montagne.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Mlle Germaine CLÉRAULT 	CLÉRAULT 	Mlle Germaine	F		 42, rue de Monceau, Paris.	 42, rue de Monceau, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	42	rue de Monceau	48.878,2.31126	48.878	2.31126	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	124	 Orage et Tempête dans la baie de Biscaye.	Pl.	Pl.	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Lewis COHEN 	COHEN 	Lewis	M	Linked Ring	 L. R. 146, Fellows Road, Londres.	146, Fellows Road, Londres.	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	146	Fellows Road	51.544023,-0.166902	51.544023	-0.166902	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	125	 Étude de tête.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Charles COLLAS 	COLLAS 	Charles	M		 24, rue Saint-Martin, Cognac (Charente).	 24, rue Saint-Martin, Cognac (Charente).	France	 	Cognac	45.695833333333,-0.32916666666667	45.695833333333	-0.32916666666667	24	 rue Saint-Martin				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	126	Printemps.	D. Br.	Épreuve directe	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Henri COLON 	COLON 	Henri	M		 19, rue des Douze-Mois, Anvers.	 19, rue des Douze-Mois, Anvers.	Belgium	 	Antwerp	51.221111111111114,4.3997222222222225	51.221111111111114	4.3997222222222225	19	 rue des Douze-Mois				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	127	Approche de l'Orage.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Paul CORBIN 	CORBIN 	Paul	M	Photo-Club de Paris	 P. C. P. 155, boulevard Haussmann, Paris.	155, boulevard Haussmann, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	155	boulevard Haussmann	48.875,2.307222	48.875	2.307222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	128	L’Automne sur la Seine.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Édouard CORDONNIER 	CORDONNIER 	Édouard	M		 51, avenue Henri-Martin, Paris.	 51, avenue Henri-Martin, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	51	avenue Henri-Martin	48.86414,2.27277	48.86414	2.27277	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	129	Le vieux Garde.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Lieutenant CORNUBERT DE TEMPEST	CORNUBERT DE TEMPEST		M		 87, rue Nationale, Châteauroux (Indre).	 87, rue Nationale, Châteauroux (Indre).	France	 	Châteauroux	46.809722222222,1.6902777777778	46.809722222222	1.6902777777778	87	 rue Nationale				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	130	Effet de Neige.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Ferdinard COSTE 	COSTE 	Ferdinard	M	Photo-Club de Paris	 P. C. P. Lacanche, par Arnay-le-Duc, (Côte-d'Or).	Lacanche, par Arnay-le-Duc, (Côte-d'Or).	France	 	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	131	Matinée de Mai en Morvan.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Ferdinard COSTE 	COSTE 	Ferdinard	M	Photo-Club de Paris	 P. C. P. Lacanche, par Arnay-le-Duc, (Côte-d'Or).	Lacanche, par Arnay-le-Duc, (Côte-d'Or).	France	 	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	132	La Rentrée au chenil.	D. Ch. V.	Épreuve directe	Papier au charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Ferdinard COSTE 	COSTE 	Ferdinard	M	Photo-Club de Paris	 P. C. P. Lacanche, par Arnay-le-Duc, (Côte-d'Or).	Lacanche, par Arnay-le-Duc, (Côte-d'Or).	France	 	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	133	Sur la Lisière du Bois.	D. Ch. V.	Épreuve directe	Papier au charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Ferdinard COSTE 	COSTE 	Ferdinard	M	Photo-Club de Paris	 P. C. P. Lacanche, par Arnay-le-Duc, (Côte-d'Or).	Lacanche, par Arnay-le-Duc, (Côte-d'Or).	France	 	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	134	Tournée d'hiver.	D. Ch. V.	Épreuve directe	Papier au charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Ferdinard COSTE 	COSTE 	Ferdinard	M	Photo-Club de Paris	 P. C. P. Lacanche, par Arnay-le-Duc, (Côte-d'Or).	Lacanche, par Arnay-le-Duc, (Côte-d'Or).	France	 	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	135	Une Alerte.	D. Ch. V.	Épreuve directe	Papier au charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James CRAIG ANNAN	CRAIG ANNAN	James	M	Linked Ring	 L. R. 230, Sauchiehall Street, Glasgow.	230, Sauchiehall Street, Glasgow.	Scotland	 	Glasgow	55.861111111111114,-4.25	55.861111111111114	-4.25	230	Sauchiehall Street	55.8656,-4.26409	55.8656	-4.26409	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	136	Éléonore.	Ch.	Ch.	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James CRAIG ANNAN	CRAIG ANNAN	James	M	Linked Ring	 L. R. 230, Sauchiehall Street, Glasgow.	230, Sauchiehall Street, Glasgow.	Scotland	 	Glasgow	55.861111111111114,-4.25	55.861111111111114	-4.25	230	Sauchiehall Street	55.8656,-4.26409	55.8656	-4.26409	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	137	L'Église ou le Monde.	Ch.	Ch.	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James CRAIG ANNAN	CRAIG ANNAN	James	M	Linked Ring	 L. R. 230, Sauchiehall Street, Glasgow.	230, Sauchiehall Street, Glasgow.	Scotland	 	Glasgow	55.861111111111114,-4.25	55.861111111111114	-4.25	230	Sauchiehall Street	55.8656,-4.26409	55.8656	-4.26409	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	138	Sœurs.	Ch.	Ch.	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James CRAIG ANNAN	CRAIG ANNAN	James	M	Linked Ring	 L. R. 230, Sauchiehall Street, Glasgow.	230, Sauchiehall Street, Glasgow.	Scotland	 	Glasgow	55.861111111111114,-4.25	55.861111111111114	-4.25	230	Sauchiehall Street	55.8656,-4.26409	55.8656	-4.26409	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	139	Une Dame en blanc.	Ch.	Ch.	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James CRAIG ANNAN	CRAIG ANNAN	James	M	Linked Ring	 L. R. 230, Sauchiehall Street, Glasgow.	230, Sauchiehall Street, Glasgow.	Scotland	 	Glasgow	55.861111111111114,-4.25	55.861111111111114	-4.25	230	Sauchiehall Street	55.8656,-4.26409	55.8656	-4.26409	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	140	Venise.	Ch.	Ch.	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
W. Réginald CRAIGIE 	CRAIGIE 	W. Réginald	M	Linked Ring	 L. R. Camera Club, 28, Charing Cross-Road, Londres.	Camera Club, 28, Charing Cross-Road, Londres.	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	28	Charing Cross Road	51.511666666667,-0.1275	51.511666666667	-0.1275	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	141	George Batten. Étude.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
W. Réginald CRAIGIE 	CRAIGIE 	W. Réginald	M	Linked Ring	 L. R. Camera Club, 28, Charing Cross-Road, Londres.	Camera Club, 28, Charing Cross-Road, Londres.	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	28	Charing Cross Road	51.511666666667,-0.1275	51.511666666667	-0.1275	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	142	Edward Alexander.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Émile CREVAUX 	CREVAUX 	Émile	M		 5, rue Vavin, Paris.	 5, rue Vavin, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue Vavin	48.8434,2.32976	48.8434	2.32976	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	143	Brumes d'automne.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Émile CREVAUX 	CREVAUX 	Émile	M		 5, rue Vavin, Paris.	 5, rue Vavin, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue Vavin	48.8434,2.32976	48.8434	2.32976	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	144	Octobre.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Émile CREVAUX 	CREVAUX 	Émile	M		 5, rue Vavin, Paris.	 5, rue Vavin, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue Vavin	48.8434,2.32976	48.8434	2.32976	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145	Pluie en Septembre.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Émile CREVAUX 	CREVAUX 	Émile	M		 5, rue Vavin, Paris.	 5, rue Vavin, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue Vavin	48.8434,2.32976	48.8434	2.32976	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146	La Neige.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James PAGE CROFT 	PAGE CROFT 	James	M		 23, Quadrants Chambers, New-Street, Birmingham (Angleterre).	 23, Quadrants Chambers, New-Street, Birmingham (Angleterre).	England	 	Birmingham	52.48,-1.9025	52.48	-1.9025	23	 Quadrants Chambers				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	147	Étude.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James PAGE CROFT 	PAGE CROFT 	James	M		 23, Quadrants Chambers, New-Street, Birmingham (Angleterre).	 23, Quadrants Chambers, New-Street, Birmingham (Angleterre).	England	 	Birmingham	52.48,-1.9025	52.48	-1.9025	23	 Quadrants Chambers				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	148	Rêverie.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James PAGE CROFT 	PAGE CROFT 	James	M		 23, Quadrants Chambers, New-Street, Birmingham (Angleterre).	 23, Quadrants Chambers, New-Street, Birmingham (Angleterre).	England	 	Birmingham	52.48,-1.9025	52.48	-1.9025	23	 Quadrants Chambers				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	149	Le mauvais Chemin.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James PAGE CROFT 	PAGE CROFT 	James	M		 23, Quadrants Chambers, New-Street, Birmingham (Angleterre).	 23, Quadrants Chambers, New-Street, Birmingham (Angleterre).	England	 	Birmingham	52.48,-1.9025	52.48	-1.9025	23	 Quadrants Chambers				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	150	Approche de la nuit.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
William CROOKE 	CROOKE 	William	M	Linked Ring	 L. R. 103, Princes Street, Édimburgh (Écosse).	103, Princes Street, Édimburgh (Écosse).	Scotland	 	Edinburgh	55.95333333333333,-3.1891666666666665	55.95333333333333	-3.1891666666666665	103	Princes Street	55.951313888889,-3.2008777777778	55.951313888889	-3.2008777777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	151	Lady Mary Lygon.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
William CROOKE 	CROOKE 	William	M	Linked Ring	 L. R. 103, Princes Street, Édimburgh (Écosse).	103, Princes Street, Édimburgh (Écosse).	Scotland	 	Edinburgh	55.95333333333333,-3.1891666666666665	55.95333333333333	-3.1891666666666665	103	Princes Street	55.951313888889,-3.2008777777778	55.951313888889	-3.2008777777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	152	Alexandre Curle Esq.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
William CROOKE 	CROOKE 	William	M	Linked Ring	 L. R. 103, Princes Street, Édimburgh (Écosse).	103, Princes Street, Édimburgh (Écosse).	Scotland	 	Edinburgh	55.95333333333333,-3.1891666666666665	55.95333333333333	-3.1891666666666665	103	Princes Street	55.951313888889,-3.2008777777778	55.951313888889	-3.2008777777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	153	David Bispham.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
William CROOKE 	CROOKE 	William	M	Linked Ring	 L. R. 103, Princes Street, Édimburgh (Écosse).	103, Princes Street, Édimburgh (Écosse).	Scotland	 	Edinburgh	55.95333333333333,-3.1891666666666665	55.95333333333333	-3.1891666666666665	103	Princes Street	55.951313888889,-3.2008777777778	55.951313888889	-3.2008777777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	154	Jean Mac Farlane.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
J. CRUWYS RICHARDS 	CRUWYS RICHARDS 	J.			 134, Saint-Lukes Road, Birmingham.	 134, Saint-Lukes Road, Birmingham.	England	 	Birmingham	52.48,-1.9025	52.48	-1.9025	134	 Saint-Lukes Road				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	155	Portrait.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
J. CRUWYS RICHARDS 	CRUWYS RICHARDS 	J.			 134, Saint-Lukes Road, Birmingham.	 134, Saint-Lukes Road, Birmingham.	England	 	Birmingham	52.48,-1.9025	52.48	-1.9025	134	 Saint-Lukes Road				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	156	Le vieux Moine.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Arthur DA CUNHA 	DA CUNHA 	Arthur	M	Photo-Club de Paris / Société Française de Photographie	 P. C. P. - S. F. P. 3, rue Meissonier, Paris.	 3, rue Meissonier, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	rue Meissonier	48.8831,2.3044	48.8831	2.3044	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	157	Portrait de Mme M.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Arthur DA CUNHA 	DA CUNHA 	Arthur	M	Photo-Club de Paris / Société Française de Photographie	 P. C. P. - S. F. P. 3, rue Meissonier, Paris.	 3, rue Meissonier, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	rue Meissonier	48.8831,2.3044	48.8831	2.3044	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	158	Septembre en Normandie.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Arthur DA CUNHA 	DA CUNHA 	Arthur	M	Photo-Club de Paris / Société Française de Photographie	 P. C. P. - S. F. P. 3, rue Meissonier, Paris.	 3, rue Meissonier, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	rue Meissonier	48.8831,2.3044	48.8831	2.3044	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	159	Une Rue à Caen.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Arthur DA CUNHA 	DA CUNHA 	Arthur	M	Photo-Club de Paris / Société Française de Photographie	 P. C. P. - S. F. P. 3, rue Meissonier, Paris.	 3, rue Meissonier, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	rue Meissonier	48.8831,2.3044	48.8831	2.3044	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	160	Pêcheuse.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Arthur DA CUNHA 	DA CUNHA 	Arthur	M	Photo-Club de Paris / Société Française de Photographie	 P. C. P. - S. F. P. 3, rue Meissonier, Paris.	 3, rue Meissonier, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	rue Meissonier	48.8831,2.3044	48.8831	2.3044	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	161	La Fin d'une journée.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
