First name Last name	Last name of the artist	First name of the artist	Sex of the artist (F/M/FM/empty)	Membership in movement, if applicable	Biographical elements	Detailed address of the artist, as it appears in the catalogue	Country of the artist	State of the artist	City of the artist	City coordinate location	City lat	City long	Street number of the artist's address	Street name of the artist's address	Street coordinate location	Street lat	Street long	Floor level of the artist's address	Local address of the artist	Additional information on the artist's address	Address as it appears in the catalogue	Country of the artist 2	State of the artist 2	City of the artist 2	Street number of the artist's address 2	Street name of the artist's address 2	Floor level of the artist's address 2	Local address of the artist 2	Additional information on the artist's address 2	Artist's nationality	Student of	Birth year	Month of birth	Day of birth	Detailed birth address of the artist, as it appears in the catalogue	Country of birth	State of birth	City of birth	Street number of the birth address	Street name of the birth address	Floor level of the birth address	Local address of birth	Additional information on the birth address	Year of death	Month of death	Day of death	Detailed death address of the artist, as it appears in the catalogue	Country of death	State of death	City of death	Street number of the death address	Street name of the death address	Floor level of the death address	Local address of death	Additional information on the death address	Notes	Number	Title of artwork	Subtitle	Dimension_bis	Medium_bis	Translated title	Start year of creation	Start month of creation	Start day of creation	End year of creation	End month of creation	End day of creation	Country of creation	State of creation	City of creation	Dimensions	Categories	Medium	Room	Chapter of the catalogue ?	Price	Location/Owner	Owner's country	Owner's state	Owner's city	Notes2
Émilie-V. CLARKSON 	CLARKSON 	Émilie-V.	F		  Holcroft, Potsdam (New-York). (U. S. A.)	  Holcroft, Potsdam (New-York). (U. S. A.)	United States of America	 	Potsdam	44.669722222222,-74.981111111111	44.669722222222	-74.981111111111	 	Holcroft				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	138	Coucher de Soleil sur l'Océan.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Émilie-V. CLARKSON 	CLARKSON 	Émilie-V.	F		  Holcroft, Potsdam (New-York). (U. S. A.)	  Holcroft, Potsdam (New-York). (U. S. A.)	United States of America	 	Potsdam	44.669722222222,-74.981111111111	44.669722222222	-74.981111111111	 	Holcroft				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	139	L'Océan.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Émilie-V. CLARKSON 	CLARKSON 	Émilie-V.	F		  Holcroft, Potsdam (New-York). (U. S. A.)	  Holcroft, Potsdam (New-York). (U. S. A.)	United States of America	 	Potsdam	44.669722222222,-74.981111111111	44.669722222222	-74.981111111111	 	Holcroft				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	140	Le Calme du Soir.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Émilie-V. CLARKSON 	CLARKSON 	Émilie-V.	F		  Holcroft, Potsdam (New-York). (U. S. A.)	  Holcroft, Potsdam (New-York). (U. S. A.)	United States of America	 	Potsdam	44.669722222222,-74.981111111111	44.669722222222	-74.981111111111	 	Holcroft				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	141	Étude de Chien.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Lewis COHEN 	COHEN 	Lewis	M	Camera Club de Londres	  C. C. L, 15, Crossfield Road, South Hampstead, Londres (Angleterre).	15, Crossfield Road, South Hampstead, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	15	 Crossfield Road				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	142	Dans le Désert. Biskra. 	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Lewis COHEN 	COHEN 	Lewis	M	Camera Club de Londres	  C. C. L, 15, Crossfield Road, South Hampstead, Londres (Angleterre).	15, Crossfield Road, South Hampstead, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	15	 Crossfield Road				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	143	L'approche du Siroco à Biskra. 	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Lewis COHEN 	COHEN 	Lewis	M	Camera Club de Londres	  C. C. L, 15, Crossfield Road, South Hampstead, Londres (Angleterre).	15, Crossfield Road, South Hampstead, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	15	 Crossfield Road				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	144	Le Soir dans le Désert à Biskra. 	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Lewis COHEN 	COHEN 	Lewis	M	Camera Club de Londres	  C. C. L, 15, Crossfield Road, South Hampstead, Londres (Angleterre).	15, Crossfield Road, South Hampstead, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	15	 Crossfield Road				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	145	Convoi de Chameaux à Biskra. 	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Lewis COHEN 	COHEN 	Lewis	M	Camera Club de Londres	  C. C. L, 15, Crossfield Road, South Hampstead, Londres (Angleterre).	15, Crossfield Road, South Hampstead, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	15	 Crossfield Road				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	146	Fondouk à Biskra. 	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Lewis COHEN 	COHEN 	Lewis	M	Camera Club de Londres	  C. C. L, 15, Crossfield Road, South Hampstead, Londres (Angleterre).	15, Crossfield Road, South Hampstead, Londres (Angleterre).	England	 	London	51.507222222222,-0.1275	51.507222222222	-0.1275	15	 Crossfield Road				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	147	Le Quartier arabe à Alger.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Hector COLARD 	COLARD 	Hector	M		  4, rue de la Banque, Bruxelles (Belgique).	  4, rue de la Banque, Bruxelles (Belgique).	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	4	Rue de la Banque - Bankstraat	50.849373,4.360923	50.849373	4.360923	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	148	La Fin de la Journée.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Hector COLARD 	COLARD 	Hector	M		  4, rue de la Banque, Bruxelles (Belgique).	  4, rue de la Banque, Bruxelles (Belgique).	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	4	Rue de la Banque - Bankstraat	50.849373,4.360923	50.849373	4.360923	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	149	Fin du Jour.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Hector COLARD 	COLARD 	Hector	M		  4, rue de la Banque, Bruxelles (Belgique).	  4, rue de la Banque, Bruxelles (Belgique).	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	4	Rue de la Banque - Bankstraat	50.849373,4.360923	50.849373	4.360923	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	150	Mourantes Splendeurs.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Hector COLARD 	COLARD 	Hector	M		  4, rue de la Banque, Bruxelles (Belgique).	  4, rue de la Banque, Bruxelles (Belgique).	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	4	Rue de la Banque - Bankstraat	50.849373,4.360923	50.849373	4.360923	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	151	Avant-Hiver.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Charles COMMESSY 	COMMESSY 	Charles	M		  Allonne, près Beauvais (Oise).	  Allonne, près Beauvais (Oise).	France	 	Allonne	49.403888888889,2.1119444444444	49.403888888889	2.1119444444444	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	152	Le Chant de l'Alouette (imité de J. Breton).	D. Ch. V.	Épreuve directe	Papier au charbon velours Artigue	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Charles COMMESSY 	COMMESSY 	Charles	M		  Allonne, près Beauvais (Oise).	  Allonne, près Beauvais (Oise).	France	 	Allonne	49.403888888889,2.1119444444444	49.403888888889	2.1119444444444	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	153	Les Glaneuses (imité de Millet).	Hel.		Héliogravure	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Charles COMMESSY 	COMMESSY 	Charles	M		  Allonne, près Beauvais (Oise).	  Allonne, près Beauvais (Oise).	France	 	Allonne	49.403888888889,2.1119444444444	49.403888888889	2.1119444444444	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	154	Femme aux Poules.	Ph.		Photocollographie	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Lieutenant CORNUBERT DE TEMPEST 	CORNUBERT DE TEMPEST 	Lieutenant	M		  87, rue Nationale, Châteauroux (Indre).	  87, rue Nationale, Châteauroux (Indre).	France	 	Châteauroux	46.809722222222,1.6902777777778	46.809722222222	1.6902777777778	87	route Nationale				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	155	Bords de l'Indre.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Lieutenant CORNUBERT DE TEMPEST 	CORNUBERT DE TEMPEST 	Lieutenant	M		  87, rue Nationale, Châteauroux (Indre).	  87, rue Nationale, Châteauroux (Indre).	France	 	Châteauroux	46.809722222222,1.6902777777778	46.809722222222	1.6902777777778	87	route Nationale				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	156	Étude de Paysage.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Ferdinand COSTE 	COSTE 	Ferdinand	M		  Lacanche, par Arnay-le-Duc (Côte-d'Or).	  Lacanche, par Arnay-le-Duc (Côte-d'Or).	France	 	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	157	La Paix des Champs.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Ferdinand COSTE 	COSTE 	Ferdinand	M		  Lacanche, par Arnay-le-Duc (Côte-d'Or).	  Lacanche, par Arnay-le-Duc (Côte-d'Or).	France	 	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	158	Caprice.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Ferdinand COSTE 	COSTE 	Ferdinand	M		  Lacanche, par Arnay-le-Duc (Côte-d'Or).	  Lacanche, par Arnay-le-Duc (Côte-d'Or).	France	 	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	159	Les Pommes de terre.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Ferdinand COSTE 	COSTE 	Ferdinand	M		  Lacanche, par Arnay-le-Duc (Côte-d'Or).	  Lacanche, par Arnay-le-Duc (Côte-d'Or).	France	 	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	160	L'Hiver.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Ferdinand COSTE 	COSTE 	Ferdinand	M		  Lacanche, par Arnay-le-Duc (Côte-d'Or).	  Lacanche, par Arnay-le-Duc (Côte-d'Or).	France	 	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	161	Au Coin du Feu.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Ferdinand COSTE 	COSTE 	Ferdinand	M		  Lacanche, par Arnay-le-Duc (Côte-d'Or).	  Lacanche, par Arnay-le-Duc (Côte-d'Or).	France	 	Lacanche	47.075,4.5594444444444	47.075	4.5594444444444	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	162	Matinée d'Octobre.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James CRAIG ANNAN 	CRAIG ANNAN 	James	M		 230, Sauchiehall str., Glascow (Écosse).	 230, Sauchiehall str., Glascow (Écosse).	Scotland	 	Glasgow	55.861111111111114,-4.25	55.861111111111114	-4.25	230	Sauchiehall Street	55.8656,-4.26409	55.8656	-4.26409	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	163	Portrait d'une Dame.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James CRAIG ANNAN 	CRAIG ANNAN 	James	M		 230, Sauchiehall str., Glascow (Écosse).	 230, Sauchiehall str., Glascow (Écosse).	Scotland	 	Glasgow	55.861111111111114,-4.25	55.861111111111114	-4.25	230	Sauchiehall Street	55.8656,-4.26409	55.8656	-4.26409	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	164	Maidie.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James CRAIG ANNAN 	CRAIG ANNAN 	James	M		 230, Sauchiehall str., Glascow (Écosse).	 230, Sauchiehall str., Glascow (Écosse).	Scotland	 	Glasgow	55.861111111111114,-4.25	55.861111111111114	-4.25	230	Sauchiehall Street	55.8656,-4.26409	55.8656	-4.26409	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	165	Santa Maria della Salute. Venise.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James CRAIG ANNAN 	CRAIG ANNAN 	James	M		 230, Sauchiehall str., Glascow (Écosse).	 230, Sauchiehall str., Glascow (Écosse).	Scotland	 	Glasgow	55.861111111111114,-4.25	55.861111111111114	-4.25	230	Sauchiehall Street	55.8656,-4.26409	55.8656	-4.26409	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	166	Un Attelage de bœufs à Vérone.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James CRAIG ANNAN 	CRAIG ANNAN 	James	M		 230, Sauchiehall str., Glascow (Écosse).	 230, Sauchiehall str., Glascow (Écosse).	Scotland	 	Glasgow	55.861111111111114,-4.25	55.861111111111114	-4.25	230	Sauchiehall Street	55.8656,-4.26409	55.8656	-4.26409	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	167	Une Charrue.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James CRAIG ANNAN 	CRAIG ANNAN 	James	M		 230, Sauchiehall str., Glascow (Écosse).	 230, Sauchiehall str., Glascow (Écosse).	Scotland	 	Glasgow	55.861111111111114,-4.25	55.861111111111114	-4.25	230	Sauchiehall Street	55.8656,-4.26409	55.8656	-4.26409	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	168	Moutons en Lombardie.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
James CRAIG ANNAN 	CRAIG ANNAN 	James	M		 230, Sauchiehall str., Glascow (Écosse).	 230, Sauchiehall str., Glascow (Écosse).	Scotland	 	Glasgow	55.861111111111114,-4.25	55.861111111111114	-4.25	230	Sauchiehall Street	55.8656,-4.26409	55.8656	-4.26409	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	169	L'Avenue des Lézards à Venise.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Émile CREVAUX 	CREVAUX 	Émile	M		  5, rue Vavin, Paris.	  5, rue Vavin, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue Vavin	48.8434,2.32976	48.8434	2.32976	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	170	Chartainvilliers.	D.	Épreuve directe		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Émile CREVAUX 	CREVAUX 	Émile	M		  5, rue Vavin, Paris.	  5, rue Vavin, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue Vavin	48.8434,2.32976	48.8434	2.32976	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	171	Étude: Le Grand Chesnay.	A. S.	Agrandissement	Papier salé	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Émile CREVAUX 	CREVAUX 	Émile	M		  5, rue Vavin, Paris.	  5, rue Vavin, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	rue Vavin	48.8434,2.32976	48.8434	2.32976	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	172	Jour froid à Saint-Cucufa.	Br.		Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
William CROOKE 	CROOKE 	William	M		  103, Princes str., Édimbourg (Écosse).	  103, Princes str., Édimbourg (Écosse).	Scotland	 	Edinburgh	55.95333333333333,-3.1891666666666665	55.95333333333333	-3.1891666666666665	103	Princes Street	55.951313888889,-3.2008777777778	55.951313888889	-3.2008777777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	173	J.-S. Mach. Esq.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
William CROOKE 	CROOKE 	William	M		  103, Princes str., Édimbourg (Écosse).	  103, Princes str., Édimbourg (Écosse).	Scotland	 	Edinburgh	55.95333333333333,-3.1891666666666665	55.95333333333333	-3.1891666666666665	103	Princes Street	55.951313888889,-3.2008777777778	55.951313888889	-3.2008777777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	174	J.-L. Loole. Esq.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
William CROOKE 	CROOKE 	William	M		  103, Princes str., Édimbourg (Écosse).	  103, Princes str., Édimbourg (Écosse).	Scotland	 	Edinburgh	55.95333333333333,-3.1891666666666665	55.95333333333333	-3.1891666666666665	103	Princes Street	55.951313888889,-3.2008777777778	55.951313888889	-3.2008777777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	175	M. Paderewski.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
William CROOKE 	CROOKE 	William	M		  103, Princes str., Édimbourg (Écosse).	  103, Princes str., Édimbourg (Écosse).	Scotland	 	Edinburgh	55.95333333333333,-3.1891666666666665	55.95333333333333	-3.1891666666666665	103	Princes Street	55.951313888889,-3.2008777777778	55.951313888889	-3.2008777777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	176	John Mackenzie. Esq.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Arthur-G. da CUNHA 	CUNHA 	Arthur-G. da	M	Photo-Club de Paris / Société Française de Photographie	  P. C. P. -S. F. P. 3, rue Meissonier, Paris.	   3, rue Meissonier, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	rue Meissonier	48.8831,2.3044	48.8831	2.3044	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	177	Étretat.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Louis DARDONVILLE	DARDONVILLE	Louis	M	Photo-Club de Paris	 P. C. P., 5, place de la République, Paris.	 5, place de la République, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	5	place de la République	48.867277777778,2.3640555555556	48.867277777778	2.3640555555556	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	178	Sous Bois.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Achille DARNIS 	DARNIS 	Achille	M	Photo-Club de Paris	  P. C. P., 12, avenue d'Antin, Paris.	  12, avenue d'Antin, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	avenue Franklin-D.-Roosevelt	48.86805,2.31016	48.86805	2.31016	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	179	Après l'Orage.	A. Br.	Agrandissement	Papier au gelatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Achille DARNIS 	DARNIS 	Achille	M	Photo-Club de Paris	  P. C. P., 12, avenue d'Antin, Paris.	  12, avenue d'Antin, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	avenue Franklin-D.-Roosevelt	48.86805,2.31016	48.86805	2.31016	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	180	Le Gué.	D. S.	Épreuve directe	Papier salé	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Achille DARNIS 	DARNIS 	Achille	M	Photo-Club de Paris	  P. C. P., 12, avenue d'Antin, Paris.	  12, avenue d'Antin, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	avenue Franklin-D.-Roosevelt	48.86805,2.31016	48.86805	2.31016	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	181	La Causerie du Dimanche.	A. Br. Vu.	Agrandissement	Papier au gelatino-bromure d'argent, virage à l'azotate d'urane	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Achille DARNIS 	DARNIS 	Achille	M	Photo-Club de Paris	  P. C. P., 12, avenue d'Antin, Paris.	  12, avenue d'Antin, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	avenue Franklin-D.-Roosevelt	48.86805,2.31016	48.86805	2.31016	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	182	La Brume du Matin.	D. S.	Épreuve directe	Papier salé	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
Achille DARNIS 	DARNIS 	Achille	M	Photo-Club de Paris	  P. C. P., 12, avenue d'Antin, Paris.	  12, avenue d'Antin, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	avenue Franklin-D.-Roosevelt	48.86805,2.31016	48.86805	2.31016	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	183	Calme plat.	A. S.	Agrandissement	Papier salé	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
